WSppCode,Genus,Species,Family,CommonName,USDACode,ZSppCode,ClonalityButler,USDACuttings,USDATuber,USDABareRoot,UDSASprigs,ClonalityOther,ClonalityOtherSource,ClonalityCitation,ClonalCongener,ClonalGrowthOrgans,ClonalityCat,ClonalityCatFinal,ClonalityNotes,ClonalityDone?,USDAGroup,USDAHabit,USDADuration,USDANativeStatus,USDANotes,Kew1000seeds_g,PollMode1,PollMode2,Self-Compat?,PollModeSource,PollModeCongener,PollModeCite,PollModeNotes,PollDone?,DispMode1,DispMode2,DustLikeWindDisp?,DispModeSource,DispMode1Congener,DispModeCite,DispersalDone?,DispersalNotes,FlowerColor1,FlowerColor2,FlowerColor3,FlowerColorSource,FlowerColorNotes,
LILSUP,Lilium,superbum,Liliaceae,turk's-cap lily,LISU,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101746,,Rhizomes,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,5.51,Bee,,0,Plants for a future,,http://www.pfaf.org/user/Plant.aspx?LatinName=Lilium+superbum,,1,Wind,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/turkcap_lily.htm,1,,,,,,,
LIPLIL,Liparis,liliifolia,Orchidaceae,brown widelip orchid,LILI3,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/pp_twayblade.htm,,Rhizomes,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,4.00E-03,Fly,,0,New England conservation Program,,"Mattrick, 2004",,1,Wind,,1,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/pp_twayblade.htm,1,,,,,,,
LONBEL,Lonicera,bella,Caprifoliaceae,showy fly honeysuckle,LOBE,,,,,,,0,Minnesota DNR,http://www.dnr.state.mn.us/invasives/terrestrialplants/woody/exotichoneysuckles.html,,,PerNoClon,NonClonal,,1,Dicot,Shrub,Perennial,I,,,Bee,Bird,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/shw_honeysck.html,,1,MammalBird,,0,Kew,L.dioica,"Young and Young, 1992",1,,,,,,,
LONDIO,Lonicera,dioica,Caprifoliaceae,limber honeysuckle,LODI2,,,,,,,0,University of Michigan,http://climbers.lsa.umich.edu/wp-content/uploads/2013/07/LonidioiCAPRFINAL.pdf,,,PerNoClon,NonClonal,,1,Dicot,Vine,Perennial,N,,5.94,Bee,Bird,0,University of Michigan,,http://climbers.lsa.umich.edu/wp-content/uploads/2013/07/LonidioiCAPRFINAL.pdf,,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
LONJAP,Lonicera,japonica,Caprifoliaceae,Japanese honeysuckle ,LOJA,,,,,,,1,Can. J. Plant Sci.  Vol 87,Larson et al. 2007,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Vine,Perennial,I,,2.2,Moth,Bee,0,US Forest service,,http://www.fs.fed.us/database/feis/plants/vine/lonjap/all.html,Also hummingbird,1,MammalBird,,0,Kew,L.dioica,"Young and Young, 1992",1,,,,,,,
LONOBL,Lonicera,oblongifolia,Caprifoliaceae,swamp fly honeysuckle,LOOB,,,,,,,1,Minnesota Wildflowers,https://www.minnesotawildflowers.info/shrub/swamp-fly-honeysuckle,,,PerClonGuer,ClonalGuer,,1,Dicot,Shrub,Perennial,N,,1.92,Bee,Moth,0,Illinois Wildflower,L. prolifera,http://www.illinoiswildflowers.info/trees/plants/grp_honeysk.html,Hummingbirds,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
LONPRO,Lonicera,prolifera,Caprifoliaceae,grape honeysuckle,LORE5,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/trees/plants/grp_honeysk.html,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Shrub,Perennial,N,USDAHabit is also Vine,,Bee,Moth,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/grp_honeysk.html,Hummingbirds,1,MammalBird,,0,Kew,,"Wilson and Hoppes, 1986",1,,,,,,,
LUZCAM,Luzula,campestris,Juncaceae,field woodrush ,LUCA2,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220007912,,Stolons,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,I,,0.6,Wind,,0,Plant System Evolution Vol 286,,"Michalski and Durka, 2010",,1,Ant,,0,Oceologia 76,,"Oostermeijer, 1989",1,,,,,,,
MAICAN,Maianthemum,canadense,Liliaceae,Canada mayflower,MACA4,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/maican/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Monocot,Forb_herb,Perennial,N,,9.05,Bee,Fly,0,US Forest service,,http://www.fs.fed.us/database/feis/plants/forb/maican/all.html,,1,MammalBird,,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/forb/maican/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,1,,,,,,,
MENCAN,Menispermum,canadense,Menispermaceae,common moonseed,MECA3,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220008359,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Vine,Perennial,N,,69,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/moonseed.htm,,1,MammalBird,,0,Kew,,"Willson and Hoppes, 1986",1,,,,,,,
MINMIC,Minuartia,michauxii,Caryophyllaceae,Michaux's stitchwort,MIMI2,,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/st_sandwort.html,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,AP,N,,0.15,Fly,,0,Botanical Society of Britain and Ireland,M. stricta,"Walker, 2015",,1,Unassisted,,0,Minnesota DNR,Minuartia dawsonensis,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PDCAR0G070,1,,,,,,,
MOELAT,Moehringia,lateriflora, Caryophyllaceae,bluntleaf sandwort,MOLA6,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200007053,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/gr_sandwort.html,,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofthewildflowergarden.org/pages/plants/sandwortbluntleaf.html,1,,,,,,,
MONUNI,Monotropa,uniflora,Monotropaceae,Indianpipe,MOUN3,,,,,,,1,Annals of Botany Vol. 107,"Beatty and Provan, 2011",Monotropa hypopithys and M. hypophegea,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Fairfax county public schools,,http://www.fcps.edu/islandcreekes/ecology/indian_pipe.htm,,1,Wind,,1,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/indian_pipe.htm,1,,,,,,,
MORRUB,Morus,rubra,Moraceae,red mulberry,MORU2,,,1,0,1,0,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/trees/plants/red_mulberry.html,,,PerNoClon,NonClonal,,1,Dicot,Tree,Perennial,N,,1.5,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/red_mulberry.html,,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
MUHCUS,Muhlenbergia,cuspidata,Poaceae,plains muhly,MUCU3,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/muhcus/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,tillering,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,N,,0.23,Wind,,0,US Forest service,,http://www.fs.fed.us/database/feis/plants/graminoid/muhcus/all.html,,1,Unassisted,,0,Kew,Muhlenbergia pusilla Steud,"Vazquez and Givnish, 1998",1,,,,,,,
MUHFRO,Muhlenbergia,frondosa,Poaceae,wirestem muhly,MUFR2,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/grasses/plants/cm_satin.htm,,Rhizomes,PerClonGuer,ClonalGuer,,1,Monocot,Graminoid,Perennial,N,,0.12,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/cm_satin.htm,,1,Unassisted,,0,Canadian Journal of Plant Science,,Darbyshire et al. 2011,1,,,,,,,
MUHRAC,Muhlenbergia,racemosa,Poaceae,marsh muhly,MURA,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/muhrac/all.html#BotanicalAndEcologicalCharacteristics,,,PerClonGuer,ClonalGuer,,1,Monocot,Graminoid,Perennial,N,,,Wind,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/marsh_muhly.htm,,1,Unassisted,,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/graminoid/muhrac/all.html#SeedDispersal,1,,,,,,,
MYRGAL,Myrica,gale,Myricaceae,sweetgale,MYGA,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/myrpen/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,M pensylvanica,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,1.57,Wind,,0,Plants for a future,,http://www.pfaf.org/user/plant.aspx?LatinName=Myrica+gale,,1,MammalBird,,0,Kew,M. rubra,"RBG Kew, Wakehurst Place.",1,,,,,,,
OENFRU,Oenothera,fruticosa,Onagraceae,narrowleaf evening primrose,OEFR,,,0,0,1,0,1,Clonal database,,Oenthera biennis,Root splitters and adventiotus buds on roots,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.04,Moth,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/cm_primrosex.htm,,1,Wind,,1,Kew,Oenothera rosea,"Kozlowski, 1972",1,,yellow,,,Voss&Reznicek2011,,
OPUHUM,Opuntia,humifusa,Cactaceae,devil's-tongue,OPHU,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/cactus/opuhum/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,29.4,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/prickly_pearx.htm,,1,MammalBird,,0,Kew,Opuntia streptacantha,"Gonzalez-Espinosa and Quintana-Ascencio,  1986",1,,,,,,,
OSMCLA,Osmorhiza,claytonii,Apiaceae,Clayton's sweetroot, OSCL,,,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/blandsweetcicely.html,,Caudex,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,10.11,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/woodland/plants/aniseroot.htm,Beetles,1,Adhesive,,0,Evolution Vol. 48 No. 6,,"Williams, 1994",1,,,,,,,
OSMLON,Osmorhiza,longistylis,Apiaceae,longstyle sweetroot,OSLO,,,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/aniseroot.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,10.13,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/woodland/plants/aniseroot.htm,Beetles,1,Adhesive,,0,Evolution Vol. 48 No. 6,O. claytonii,"Williams, 1994",1,,,,,,,
OSTVIR,Ostrya,virginiana,Betulaceae,hophornbeam,OSVI,,,0,0,1,0,0,US Forest Service,http://www.na.fs.fed.us/pubs/silvics_manual/volume_2/ostrya/virginiana.htm,,,PerNoClon,NonClonal,,1,Dicot,Shrub,Perennial,N,USDAHabit is also Tree,15.41,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/hop_hornbeam.htm,,1,Wind,,0,Kew,,"Platt and Hermann, 1986",1,,,,,,,
OSMCLA,Osmunda,claytoniana,Osmundaceae,interrupted fern,OSCL2,,,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/interruptedfern.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Fern,Forb_herb,Perennial,N,,,Wind,Water,0,Field Experience,,"SE team, field experience",Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,Field Experience,,"SE team, field experience",1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
PANTRI,Panax,trifolius,Araliaceae, dwarf ginseng,PATR2,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/woodland/plants/dwf_ginseng.htm,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,2.91,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/dwf_ginseng.htm,,1,Unassisted,,0,Canadian Journal of Botany,P. quinquefolius,"Carpenter and Cottam, 1982",1,,,,,,,
PARPEN,Parietaria,pensylvanica,Urticaceae,Pennsylvania pellitory,PAPE5,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,0.26,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/pn_pellitory.htm,,1,Adhesive,,0,Kew,P. officinalis,"Kozlowski, 1972",1,,,,,,,
PARQUI,Parthenocissus,quinquefolia,Vitaceae,Virginia creeper,PAQU2,,,0,0,1,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/vine/parqui/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerClonGuer,ClonalGuer,,1,Dicot,Vine,Perennial,N,,25.2,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/va_creeper.htm,,1,MammalBird,,0,Kew,,"Vazquez and Givnish, 1998",1,,,,,,,
PENGRA,Penstemon,gracilis,Scrophulariaceae,lilac penstemon,PEGR5,,,,,,,1,Ohio DNR,"Spooner, 1983",P. pallidus,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.06,Bee,,0,,P. pallidus,http://www.illinoiswildflowers.info/prairie/plantx/pale_penstemon.htm,,1,Unassisted,,0,Kew,Penstemon heterophyllus Lindl.,"Keeley, 1991",1,,,,,,,
PENSED,Penthorum,sedoides,Crassulaceae,ditch stonecrop,PESE6,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/ditch_stonecrop.htm,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.01,,,0,,,,No info.,0,Wind,,1,Illinois Wildflowers,,http://www.illinoiswildflowers.info/wetland/plants/ditch_stonecrop.htm,1,,,,,,,
PERMAC,Persicaria,maculosa,Polygonaceae, spotted ladysthumb,POPE3,,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/lady_thumb.htm,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,AP,I,,1.63,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/lady_thumb.htmb,,1,Mammal,,0,USDA Forest Service,P. longiseta,http://www.fs.fed.us/database/feis/plants/forb/perlon/all.html#SeedDispersal,1,,,,,,,
PHRLEP,Phryma,leptostachya,Verbenaceae,American lopseed,PHLE5,,,,,,,0,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/lopseed.html,,,PerNoClon,NonClonal,,1,Dicot,,Perennial,N,,,,,0,,,,No info.,0,MammalBird,,0,Botanical Gazette Vol. 56 No. 4,,"Holm, 1913",1,,,,,,,
PHYHET,Physalis,heterophylla,Solanaceae,clammy groundcherry,PHHE5,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/cl_cherryx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,2.02,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/cl_cherryx.htm,,1,MammalBird,,0,Kew,P. nicandroides,"Vazquez and Givnish, 1998",1,,,,,,,
PHYOPU,Physocarpus,opulifolius,Rosaceae,common ninebark,PHOP,,,1,0,1,0,0,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/ninebark.html,,,PerNoClon,NonClonal,,1,Dicot,Shrub,Perennial,N,,0.51,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/ninebark.htm,Butterfly,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofthewildflowergarden.org/pages/plants/ninebark.html,1,,,,,,,
PILPUM,Pilea,pumila,Urticaceae,Canadian clearweed,PIPU2,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,1.65,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/clearweed.htm,,1,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/clearweed.htm,1,,,,,,,
POACOM,Poa,compressa,Poaceae,Canada bluegrass,POCO,,,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/poacom/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizomes,PerClonGuer,ClonalGuer,,1,Monocot,Graminoid,Perennial,I,,0.2,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/cn_bluegrass.htm,,1,MammalBird,,0,Kew,Poa annua,"Rutledge and McLendon, 2007",1,,,,,,,
POAPRA,Poa,pratensis,Poaceae,Kentucky bluegrass,POPR,,,0,0,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/grasses/plants/ky_bluegrass.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Monocot,Graminoid,Perennial,NI,,0.3,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/ky_bluegrass.htm,,1,MammalBird,,0,Kew,Poa annua,"Rutledge and McLendon, 2007",1,,,,,,,
POLCON,Polygonum,convolvulus,Polygonaceae,black bindweed,POCO10,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,USDAHabit is also Vine,6.9,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/bl_bindweed.htm,,1,Unassisted,Water,0,Kew,,"Rutledge and McLendon, 2007",1,,,,,,,
POLPUB,Polygonatum,pubescens,Liliaceae,hairy Solomon's seal ,POPU4,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101861,,Rhizomes,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,23.64,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/hry_solomon.html,,1,MammalBird,,0,Kew,P. commutatum,"Willson and Hoppes, 1986",1,,,,,,,
CARPEN,Carex,pensylvanica,Cyperaceae,Pennsylvania sedge,CAPE6,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/carpes/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome/Stolons,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,N,,1.56,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/pa_sedge.htm,,1,Ant,,0,Kew,Carex pilulifera; C. vesicularis,Bouman et al. 2000,1,,,,,,,
CARSPP,Carex,L.,Cyperaceae,sedge,CAREX,CARSPP,,,,,,,,,,,,,Do  not need to do because specific species are lsited.,1,Monocot,Graminoid,,NI,,,Wind,,0,USDA Forest Service,,Newhouse 1995,,1,,,0,,,,1,Do not need to do traits because  specific species are listed,,,,,,
CAMROT,Campanula,rotundifolia,Campanulaceae,bluebell bellflower,CARO2,,,,,,,1,Journal of Ecology vol. 100,Stevens et al. 2012,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.06,Bee,,0,primary paper,,Stevens 1992,,1,Unassisted,,0,Kew,,"Ridley, 1930",1,,blue,,,Voss&Reznicek2011,"blue, white-flowered plants occasionally found",
CAMSCI,Camassia,scilloides,Liliaceae,Atlantic camas,CASC5,CAMSCI,,0,0,0,0,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/wild_hyacinth.htm,,,PerNoClon,NonClonal,,1,Monocot,Forb_herb,Perennial,N,,6.05,Bee,Fly,0,primary paper,,Macior 1978,,1,Unassisted,,0,COSEWIC,,"Ambrose, 2012",1,,blue,purple,,Voss&Reznicek2011,perianth blue or purple,
CALSEP,Calystegia,sepium,Convolvulaceae,hedge false bindweed,CASE13,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/hdg_bindweed.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,,28.3,Bee,Fly,0,primary paper,,Ushimaru 1999,,1,Unassisted,,0,University of Michigan,,Melymuka,1,,pink,white,,Voss&Reznicek2011,,
CASSES,Castilleja,sessiliflora,Scrophulariaceae,downy paintedcup,CASE5,,,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/casses/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Sprouting/ root suckers,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.17,Bee,Moth,0,primary paper,,Fant 2013,,1,Unassisted,,0,Applications in Plant Sciences Vol. 1 No. 6,,Fant et al. 2013,1,,,,,Gleason&Conquist1991,purplish to yellow or white,
CALTRI,Callirhoe,triangulata,Malvaceae,clustered poppymallow,CATR,,,,,,,0,Field Knowledge,"WIMO Team, Field Knowledge",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,3.74,Bee,,0,primary paper,Callirhoe spp,Door 1994,,1,Unassisted,,0,Illinois Wildflowers,Callirhoe digitata,http://www.illinoiswildflowers.info/prairie/plantx/fringed_mallow.htm,1,,,,,Gleason&Conquist1991,red with a white basal spot,
CEAAME,Ceanothus,americanus,Rhamnaceae,New Jersey tea,CEAM,,0,0,0,1,0,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/ceaame/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerNoClon,NonClonal,Sprouting/ root suckers,1,Dicot,Shrub,Perennial,N,,3.49,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/nj_teax.htm,,1,Ballistic,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/nj_teax.htm,1,,,,,,,
CEAHER,Ceanothus,herbaceus,Rhamnaceae,Jersey tea,CEHE,,,,,,,1,Oklahoma University,http://www.biosurvey.ou.edu/shrub/cean-her.htm,,Cuttings,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/flower_insects/plants/inland_tea.htm,,1,Ballistic,,0,Illinois Wildflowers,C. americanus,http://www.illinoiswildflowers.info/prairie/plantx/nj_teax.htm,1,,,,,,,
POLSPP,Polystichum,sp.,Dryopteridaceae,hollyfern,POLYS,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/fern/polmun/all.html,P munitum + 4 congeners on clonal databse,Rhizome,PerClonPhl,ClonalPhl,,1,Fern,,,N,USDANativeStatus is also W,,Wind,Water,0,US Forest Service,P. munitum,http://www.fs.fed.us/database/feis/plants/fern/polmun/all.html#SeedDispersal,Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,USDA Forest Service,P. munitum,http://www.fs.fed.us/database/feis/plants/fern/polmun/all.html#SeedDispersal,1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
POLVIR,Polypodium,virginianum,Polypodiaceae,rock polypody,POVI7,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/grasses/plants/cm_polypody.htm,,Rhizomes,PerClonGuer,ClonalGuer,,1,Fern,Forb_herb,Perennial,N,,,Wind,Water,0,Field Experience,,"SE team, field experience",Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,Field Experience,,"SE team, field experience",1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
POPGRA,Populus,grandidentata,Salicaceae,bigtooth aspen,POGR4,,,,,,,1,US Forest Service,http://www.na.fs.fed.us/pubs/silvics_manual/volume_2/populus/grandidentata.htm,,,PerClonPhl,ClonalPhl,,1,Dicot,Tree,Perennial,N,,0.15,Wind,,0,Illinois Wildlfowers,,http://www.illinoiswildflowers.info/trees/plants/bt_aspen.html,,1,Wind,,0,Kew,Populus spp.,"Farmer, 1997",1,,,,,,,
PRUVIR,Prunus,virginiana,Rosaceae,chokecherry,PRVI,,,0,0,1,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/tree/pruvir/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Shrub,Perennial,N,USDAHabit: Tree,81.1,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/chokecherry.html,,1,MammalBird,,0,Kew,P. serotina,"Willson and Hoppes, 1986",1,,,,,,,
PULPAT,Pulsatilla,patens,Ranunculaceae, eastern pasqueflower,PUPA5,,,,,,,0,Encyclopedia of life,http://eol.org/pages/596368/details,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,1.96,Bee,,0,Plants for a future,,http://www.pfaf.org/user/Plant.aspx?LatinName=Pulsatilla+patens,,1,Wind,,0,Kew,P. vulgaris,"Burrows, 1986",1,,,,,,,
PYRAME,Pyrola,americana,Pyrolaceae,American wintergreen,PYAM,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250092297,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Subshrub,Perennial,N,,,,,0,,,,No info,0,Unassisted,,0,Field Knowledge,,"LL, Field Knowledge",1,,,,,,,
PYRELL,Pyrola,elliptica,Pyrolaceae,waxflower shinleaf,PYEL,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250092301,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Subshrub,Perennial,N,,0.01,,,0,,,,No info,0,Unassisted,,0,Field Knowledge,,"LL, Field Knowledge",1,,,,,,,
QUEALB,Quercus,alba,Fagaceae,white oak,QUAL,,,0,0,1,0,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/tree/quealb/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerNoClon,NonClonal,,1,Dicot,Tree,Perennial,N,,2997,Wind,,0,US Forest service,,http://www.fs.fed.us/database/feis/plants/tree/quealb/all.html,,1,Unassisted,MammalBird,0,Kew,Quercus candicans,"Vazquez and Givnish, 1998",1,,,,,,,
